paper_id,segment,cell_preview
46,22.4,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,28.8 (W6A10),"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,21,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,26,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,31 (W4A15),"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,17.5,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,23,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,28.6 (W5A15),"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,16.3,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,20.2,"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
46,26 (W6A15),"23.2, 27.4, 35 (W4A10); 20.9, 25.7, 30.9 (W5A10); 18.9, 22.4, 28.8 (W6A10); 21, 26, 31 (W4A15); 17.5, 23, 28.6 (W5A15); "
47,75.2 (at 28 days,"75.2 (at 28 days, 20% RHA, w/b 0.35)"
47,20% RHA,"75.2 (at 28 days, 20% RHA, w/b 0.35)"
47,w/b 0.35),"75.2 (at 28 days, 20% RHA, w/b 0.35)"
51,44.2 - 52.7,7-day: 44.2 - 52.7; 28-day: 51.7 - 65.2; 90-day: 56.1 - 71.3
51,51.7 - 65.2,7-day: 44.2 - 52.7; 28-day: 51.7 - 65.2; 90-day: 56.1 - 71.3
51,56.1 - 71.3,7-day: 44.2 - 52.7; 28-day: 51.7 - 65.2; 90-day: 56.1 - 71.3
52,24.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,27.350,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,33.450,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,21.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,16.950,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,31.500,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,29.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,27.850,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,26.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,26.550,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,25.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,23.500,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,23.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,19.250,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,18.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,29.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,28.500,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,26.950,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,25.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,24.150,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,26.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,25.850,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,25.250,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,24.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,23.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,23.650,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,24.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,24.950,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,27.100,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
52,27.000,"24.000, 27.350, 33.450, 21.000, 16.950, 31.500, 29.000, 27.850, 26.000, 26.550, 25.000, 23.500, 23.000, 19.250, 18.000, "
55,>150 (up to >200),>150 (up to >200)
56,27.8,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,26.6,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,28.3,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,27.3,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,26.2,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,25.9,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,41.70,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,39.90,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,42.45,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,40.95,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,39.30,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
56,38.85,"7 days: 27.8, 26.6, 28.3, 27.3, 26.2, 25.9
28 days: 41.70, 39.90, 42.45, 40.95, 39.30, 38.85"
59,M-C: 47.88,"3-Day: M-C: 47.88, M-25: 68.78;
28-Day: M-C: 82.06, M-25: 98.08, M-50: 108.57, M-100: 97.24"
59,M-C: 82.06,"3-Day: M-C: 47.88, M-25: 68.78;
28-Day: M-C: 82.06, M-25: 98.08, M-50: 108.57, M-100: 97.24"
60,47,47
62,1.2  62.3,1.2  62.3
63,M-C = 61.2,3-day: M-C = 61.2; M-15 = 63.8; M-25 = 52.1; M-40 = 47.9; 28-day: M-C = 80.0; M-15 = 94.67; M-25 = 111.3; M-40 = 90.42
63,M-C = 80.0,3-day: M-C = 61.2; M-15 = 63.8; M-25 = 52.1; M-40 = 47.9; 28-day: M-C = 80.0; M-15 = 94.67; M-25 = 111.3; M-40 = 90.42
67,46.00 (7d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,65.01 (28d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,46.76 (7d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,67.73 (28d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,47.04 (7d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,68.92 (28d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,43.61 (7d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,63.95 (28d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,41.48 (7d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
67,61.50 (28d),"46.00 (7d), 65.01 (28d), 67.05 (56d) [RHA0]; 46.76 (7d), 67.73 (28d), 69.13 (56d) [RHA5]; 47.04 (7d), 68.92 (28d), 71.85"
68,28-day compressive strength increased by 31% over control for 10% RHA (Habeeb and Mahmud [46])  [pct not in declared levels],21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
68,Gain of 9% at 7 days,21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
68,10% at 28 days,21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
68,13% at 56 days for 10% RHA (Rafat et al. [50  [pct not in declared levels],21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
68,51]),21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
68,Increased by 18% at 7 days for 30% RHA (Saraswathy and Song [47])  [pct not in declared levels],21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
68,Decreased by 28% for 25% RHA without superplasticizer (Rawaid [48]),21 (at 28 days for 15% RHA in Farshad et al. [66]); 28-day compressive strength increased by 31% over control for 10% RH
69,RHA-0: 29.26,"7-day: RHA-0: 29.26, RHA-2.5: 29.17, RHA-5: 32.54, RHA-7.5: 31.05, RHA-10: 29.40;
14-day: RHA-0: 38.06, RHA-2.5: 35.35, "
69,RHA-0: 38.06,"7-day: RHA-0: 29.26, RHA-2.5: 29.17, RHA-5: 32.54, RHA-7.5: 31.05, RHA-10: 29.40;
14-day: RHA-0: 38.06, RHA-2.5: 35.35, "
69,RHA-0: 39.33,"7-day: RHA-0: 29.26, RHA-2.5: 29.17, RHA-5: 32.54, RHA-7.5: 31.05, RHA-10: 29.40;
14-day: RHA-0: 38.06, RHA-2.5: 35.35, "
69,RHA-0: 45.30,"7-day: RHA-0: 29.26, RHA-2.5: 29.17, RHA-5: 32.54, RHA-7.5: 31.05, RHA-10: 29.40;
14-day: RHA-0: 38.06, RHA-2.5: 35.35, "
70,10.4,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,11.1,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,11.6,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,11.7,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,12.0,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,12.2,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,12.8,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,13.8,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,17.08,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,18.4,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,20.7,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,20.9,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,22.1,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,23.6,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,24.4,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,24.8,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,26.4,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,26.42,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,26.65,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,27.2,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,27.4,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,27.6,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,27.8,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,28.13,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,28.3,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,28.9,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,29.3,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,36.0,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,37.0,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,38.3,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,38.9,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,39.73,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,39.8,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,42.8,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,43.08,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,46.7,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
70,50.06,"10.4, 11.1, 11.6, 11.7, 12.0, 12.2, 12.8, 13.8, 17.08, 18.4, 20.7, 20.9, 22.1, 23.6, 24.4, 24.8, 26.4, 26.42, 26.65, 27."
71,25.1 (2d),"25.1 (2d), 51.2 (7d), 60.3 (28d), 66.1 (90d)"
71,51.2 (7d),"25.1 (2d), 51.2 (7d), 60.3 (28d), 66.1 (90d)"
71,60.3 (28d),"25.1 (2d), 51.2 (7d), 60.3 (28d), 66.1 (90d)"
71,66.1 (90d),"25.1 (2d), 51.2 (7d), 60.3 (28d), 66.1 (90d)"
73,35 (RC-K0-G0),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,35 (RC-K10-G0),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,33 (RC-K20-G0),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,31 (RC-K30-G0),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,33 (RC-K0-G30),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,34 (RC-K10-G30),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,33 (RC-K20-G30),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,31 (RC-K30-G30),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,31 (RC-K0-G50),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,33 (RC-K10-G50),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,31 (RC-K20-G50),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,27 (RC-K30-G50),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,28 (RC-K0-G70),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,28 (RC-K10-G70),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,28 (RC-K20-G70),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,25 (RC-K30-G70),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,26 (RC-K0-G100),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,27 (RC-K10-G100),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,26 (RC-K20-G100),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
73,25 (RC-K30-G100),35 (RC-K0-G0); 35 (RC-K10-G0); 33 (RC-K20-G0); 31 (RC-K30-G0); 33 (RC-K0-G30); 34 (RC-K10-G30); 33 (RC-K20-G30); 31 (RC-
75,39.4,"39.4, 48.0, 59.6"
75,48.0,"39.4, 48.0, 59.6"
75,59.6,"39.4, 48.0, 59.6"
77,120,"120, 100, 62, 55, 48.8, 43.4, 40.2, 38.9, 36.2, 30.3, 20.8"
77,100,"120, 100, 62, 55, 48.8, 43.4, 40.2, 38.9, 36.2, 30.3, 20.8"
77,62,"120, 100, 62, 55, 48.8, 43.4, 40.2, 38.9, 36.2, 30.3, 20.8"
77,55,"120, 100, 62, 55, 48.8, 43.4, 40.2, 38.9, 36.2, 30.3, 20.8"
77,48.8,"120, 100, 62, 55, 48.8, 43.4, 40.2, 38.9, 36.2, 30.3, 20.8"
77,43.4,"120, 100, 62, 55, 48.8, 43.4, 40.2, 38.9, 36.2, 30.3, 20.8"
